question,domain,topic
"Which number will replace the question mark: 2, 6, 12, 20, 30, ?",Aptitude,Number Series
"Complete the series: 121, 144, 169, 196, ?",Aptitude,Number Series
"Find the wrong term in the sequence: 4, 9, 19, 39, 80, 159",Aptitude,Number Series
"What number comes next in the pattern: 1, 4, 27, 256, ?",Aptitude,Number Series
"Determine the missing figure in the series: 8, 24, 12, 36, 18, ?",Aptitude,Number Series
"Continue the pattern: 100, 92, 83, 73, 62, ?",Aptitude,Number Series
"Find the value that replaces the question mark: 7, 14, 28, 56, ?",Aptitude,Number Series
"Which number does not belong to the series: 11, 13, 17, 19, 21, 23",Aptitude,Number Series
"Fill in the blank in the sequence: 0, 3, 8, 15, 24, ?",Aptitude,Number Series
"Identify the next two terms of the sequence: 2, 3, 5, 8, 13, 21, ?",Aptitude,Number Series
"Find the next group of letters in the series: AZ, BY, CX, DW, ?",Aptitude,Letter Series
"Complete the letter series: ABD, DGK, HMS, MTB, ?",Aptitude,Letter Series
"Which set comes next in the sequence: JAK, KBL, LCM, MDN, ?",Aptitude,Letter Series
"Identify the missing term in the series: Z, W, T, Q, ?",Aptitude,Letter Series
"What follows in the sequence: ACE, BDF, CEG, ?",Aptitude,Letter Series
"Fill in the blank in the series: B, D, G, K, ?",Aptitude,Letter Series
"Find the odd group out among ADG, BEH, CFI and DHK.",Aptitude,Letter Series
"Continue the alphabetical pattern: PQ, RS, TU, VW, ?",Aptitude,Letter Series
"Which letter pair completes the series: AC, FH, KM, PR, ?",Aptitude,Letter Series
Determine the missing letters in the sequence a _ bb _ baa _ bbb _ aab.,Aptitude,Letter Series
Doctor is to Hospital as Teacher is to which place?,Aptitude,Analogies
Complete the analogy: Pen is to Write as Knife is to what?,Aptitude,Analogies
Bird relates to Nest in the same way as Bee relates to which word?,Aptitude,Analogies
Hunger is related to Food in the same way as Thirst is related to what?,Aptitude,Analogies
Identify the numerical relationship and complete: 8 : 64 as 11 : ?,Aptitude,Analogies
Carpenter is to Wood as Blacksmith is to which material?,Aptitude,Analogies
Choose the word that completes the pair: Ocean is to Water as Desert is to what?,Aptitude,Analogies
Book is to Author as Painting is to which person?,Aptitude,Analogies
Find the missing term: CAT is to DBU as DOG is to what?,Aptitude,Analogies
Thermometer is to Temperature as Barometer is to which quantity?,Aptitude,Analogies
"Pointing to a photograph a man said, 'She is the daughter of my grandfather's only son.' How is the woman related to him?",Aptitude,Blood Relations
"A is the brother of B, B is the sister of C, and C is the father of D. How is D related to A?",Aptitude,Blood Relations
"Introducing a lady, Rahul said, 'Her husband is the only son of my mother.' How is the lady related to Rahul?",Aptitude,Blood Relations
"If P + Q means P is the father of Q and P - Q means P is the wife of Q, then what does the expression A + B - C indicate?",Aptitude,Blood Relations
Ravi's mother is the only daughter of Suresh's father. How is Suresh related to Ravi?,Aptitude,Blood Relations
"Anita said, 'This boy is the son of the only son of my grandfather.' How is the boy related to Anita?",Aptitude,Blood Relations
"X is the maternal uncle of Y, who is the daughter of Z. How is Z related to X?",Aptitude,Blood Relations
"Pointing to a man in a group photograph a woman said, 'His mother's only daughter is my mother.' What is the man to the woman?",Aptitude,Blood Relations
"A is the son of B, C is the daughter of B and D is the brother of C. How is D related to A?",Aptitude,Blood Relations
Deepak's father's sister's husband is Rakesh. How is Rakesh related to Deepak?,Aptitude,Blood Relations
"In a family M is the wife of N and they have two children P and Q. If R is the son of P, how is R related to N?",Aptitude,Blood Relations
"Given that 'A x B' means A is the mother of B and 'A / B' means A is the brother of B, interpret the expression K x L / M.",Aptitude,Blood Relations
"A man walks 5 km north, turns right and walks 3 km, then turns right again and walks 5 km. How far is he from the starting point?",Aptitude,Direction Sense
"Starting from his house Anil cycles 10 km east, then 6 km south and then 4 km west. In which direction is he now from his house?",Aptitude,Direction Sense
A person facing south turns 135 degrees clockwise and then 45 degrees anticlockwise. Which direction is he facing now?,Aptitude,Direction Sense
Two friends start from the same point; one goes 8 km north and the other 6 km east. Find the shortest distance between them.,Aptitude,Direction Sense
"Ramesh walks 20 m towards the north, turns left and walks 30 m, then turns left again and walks 20 m. Which direction is he facing at the end?",Aptitude,Direction Sense
At sunrise a boy walks with his shadow falling exactly behind him. In which direction is he walking?,Aptitude,Direction Sense
"A car travels 12 km towards west, takes a left turn and covers 9 km, then takes another left and moves 12 km. Determine its distance from the starting point.",Aptitude,Direction Sense
"If south-east becomes north, north-east becomes west and the other directions change accordingly, what will west become?",Aptitude,Direction Sense
"A postman starts from the post office, goes 4 km north, 3 km east, 4 km south and 5 km west. How far is he from the post office?",Aptitude,Direction Sense
"Walking 15 m towards east a man turns right and walks 20 m, then turns right again and walks 15 m. How far and in which direction is he from his original position?",Aptitude,Direction Sense
Statements: All pens are books. All books are papers. Conclusions: I. All pens are papers. II. Some papers are pens. Which conclusion follows?,Aptitude,Syllogisms
Statements: Some doctors are engineers. All engineers are graduates. Determine which conclusions logically follow from these statements.,Aptitude,Syllogisms
Statements: No cat is a dog. All dogs are animals. Examine whether the conclusion that some animals are not cats follows.,Aptitude,Syllogisms
Statements: All flowers are red. Some red things are soft. Decide whether the conclusion that some flowers are soft follows.,Aptitude,Syllogisms
Statements: Every student in the class passed the test. Rahul is a student of that class. What can be concluded about Rahul?,Aptitude,Syllogisms
Statements: Some machines are tools. No tool is a toy. Assess the validity of the conclusion that no machine is a toy.,Aptitude,Syllogisms
Statements: All mangoes are fruits. Some fruits are sour. Conclusions: I. Some mangoes are sour. II. All fruits are mangoes. State which follows.,Aptitude,Syllogisms
Statements: Only a few managers are leaders. All leaders are motivators. Identify the conclusion that definitely follows.,Aptitude,Syllogisms
Statements: No book is a pencil. Some pencils are erasers. Check whether the conclusion that some erasers are not books is valid.,Aptitude,Syllogisms
Statements: All squares are rectangles. All rectangles are quadrilaterals. Which statement about squares must necessarily be true?,Aptitude,Syllogisms
"Eight friends are seated around a circular table facing the centre. If A sits second to the left of B and C sits opposite A, determine C's position with respect to B.",Aptitude,Seating Arrangement
"Five boys sit in a row where P is to the right of Q, R is to the left of Q but to the right of S, and T is to the right of P. Who is sitting in the middle?",Aptitude,Seating Arrangement
"Six people sit in two rows of three each facing one another. Given that X faces Y and Z sits at one end, find who sits opposite Z.",Aptitude,Seating Arrangement
"Seven students stand in a queue facing north. If M is fourth from the left end and N is third from the right, how many students stand between them?",Aptitude,Seating Arrangement
Four couples are seated around a rectangular table with two persons on each side. Establish who sits diagonally opposite the host.,Aptitude,Seating Arrangement
Ten persons sit in a circle facing outward and one person sits third to the right of another. Explain how their relative position changes if all of them turn to face the centre.,Aptitude,Seating Arrangement
"Five friends A, B, C, D and E sit on a bench. C is between A and D, B is at the extreme left and E is to the immediate right of A. Who occupies the extreme right position?",Aptitude,Seating Arrangement
Eight executives attend a meeting seated around a square table with two on each side. Determine who sits fourth to the left of the chairperson.,Aptitude,Seating Arrangement
"Six students are seated in a row facing south. If the student at the extreme left is shifted to the extreme right, what will be the new position of the one who was third from the right?",Aptitude,Seating Arrangement
"Nine friends are seated in three rows of three each. Using the given clues about the corner seats, identify the person seated at the centre.",Aptitude,Seating Arrangement
"In a row of chairs all facing east, the person seated in the middle has three people on his left. Find the total number of persons in the row.",Aptitude,Seating Arrangement
"Five members of a panel sit in a straight line facing the audience. If the chairman must occupy the centre seat and two particular members must sit at the ends, describe the possible arrangements.",Aptitude,Seating Arrangement
