question,domain,topic
What role has the Turing Test played in shaping public perception of AI capabilities?,Artificial Intelligence,Turing Test
Explain the core principles of Agile software development.,Software Engineering,Agile Methodology
What is the difference between Scrum and Kanban as Agile frameworks?,Software Engineering,Agile Methodology
Explain the purpose of a sprint in Scrum methodology.,Software Engineering,Agile Methodology
What is the role of a product backlog in Agile development?,Software Engineering,Agile Methodology
Explain how daily stand-up meetings contribute to Agile project management.,Software Engineering,Agile Methodology
Explain the concept of a sprint retrospective and its purpose in Agile development.,Software Engineering,Agile Methodology
What is the role of a Scrum Master in an Agile team?,Software Engineering,Agile Methodology
Explain the difference between Extreme Programming (XP) and Scrum.,Software Engineering,Agile Methodology
"What is a user story, and how is it used in Agile requirements gathering?",Software Engineering,Agile Methodology
Explain the concept of velocity in Agile project tracking.,Software Engineering,Agile Methodology
What is the purpose of a burndown chart in Agile project management?,Software Engineering,Agile Methodology
Explain how Agile methodology handles changing requirements compared to the Waterfall model.,Software Engineering,Agile Methodology
Explain the purpose of the Singleton design pattern with an example.,Software Engineering,Design Patterns
What is the difference between the Factory design pattern and the Observer design pattern?,Software Engineering,Design Patterns
Explain the Singleton design pattern with an example use case.,Software Engineering,Design Patterns
What is the difference between the Factory pattern and the Abstract Factory pattern?,Software Engineering,Design Patterns
Explain the Observer design pattern and where it is commonly used.,Software Engineering,Design Patterns
What is the purpose of the MVC (Model-View-Controller) design pattern?,Software Engineering,Design Patterns
"Explain the difference between creational, structural and behavioral design patterns.",Software Engineering,Design Patterns
Explain the Strategy design pattern with an example use case.,Software Engineering,Design Patterns
What is the difference between the Adapter pattern and the Decorator pattern?,Software Engineering,Design Patterns
Explain the Builder design pattern and when it is useful.,Software Engineering,Design Patterns
What is the purpose of the Facade design pattern?,Software Engineering,Design Patterns
Explain the difference between the Composite pattern and the Bridge pattern.,Software Engineering,Design Patterns
Explain the difference between functional requirements and non-functional requirements.,Software Engineering,Requirements Engineering
What is the purpose of a requirements traceability matrix in software engineering?,Software Engineering,Requirements Engineering
Explain the difference between functional and non-functional requirements.,Software Engineering,Requirements Engineering
What is the purpose of a Software Requirements Specification (SRS) document?,Software Engineering,Requirements Engineering
Explain the concept of requirements elicitation and the techniques used for it.,Software Engineering,Requirements Engineering
"What is requirements traceability, and why is it important in software projects?",Software Engineering,Requirements Engineering
Explain the difference between requirements validation and requirements verification.,Software Engineering,Requirements Engineering
Explain the difference between user requirements and system requirements.,Software Engineering,Requirements Engineering
"What is a use case diagram, and how does it help in requirements engineering?",Software Engineering,Requirements Engineering
Explain the concept of requirements prioritization and why it is necessary.,Software Engineering,Requirements Engineering
What challenges commonly arise during requirements elicitation from stakeholders?,Software Engineering,Requirements Engineering
Explain the role of prototyping in clarifying ambiguous requirements.,Software Engineering,Requirements Engineering
Explain the different phases of the Software Development Life Cycle (SDLC).,Software Engineering,SDLC
What is the difference between the Waterfall model and the Spiral model of SDLC?,Software Engineering,SDLC
What is the difference between the Waterfall model and the Spiral model in SDLC?,Software Engineering,SDLC
Explain the importance of the requirements analysis phase in SDLC.,Software Engineering,SDLC
What is the difference between verification and validation in the SDLC?,Software Engineering,SDLC
Explain the role of the maintenance phase in the software development life cycle.,Software Engineering,SDLC
Explain the difference between the Iterative model and the Incremental model in SDLC.,Software Engineering,SDLC
"What is the V-model in software development, and how does it differ from the Waterfall model?",Software Engineering,SDLC
Explain the role of risk analysis in the Spiral model of SDLC.,Software Engineering,SDLC
What deliverables are typically produced during the design phase of the SDLC?,Software Engineering,SDLC
Explain the importance of the testing phase in ensuring software quality within the SDLC.,Software Engineering,SDLC
What is the difference between system testing and acceptance testing in the SDLC?,Software Engineering,SDLC
Explain the difference between unit testing and integration testing.,Software Engineering,Software Testing
What is the difference between black-box testing and white-box testing?,Software Engineering,Software Testing
Explain the difference between white-box testing and black-box testing.,Software Engineering,Software Testing
What is the difference between unit testing and integration testing?,Software Engineering,Software Testing
Explain the purpose of regression testing in software development.,Software Engineering,Software Testing
What is the difference between manual testing and automated testing?,Software Engineering,Software Testing
Explain the concept of test-driven development (TDD).,Software Engineering,Software Testing
Explain the difference between functional testing and non-functional testing.,Software Engineering,Software Testing
What is the purpose of boundary value analysis in test case design?,Software Engineering,Software Testing
Explain the concept of a test case and its typical components.,Software Engineering,Software Testing
What is the difference between smoke testing and sanity testing?,Software Engineering,Software Testing
Explain the concept of code coverage in software testing.,Software Engineering,Software Testing
Explain the concept of addressing modes in computer architecture with examples.,Computer Architecture,Addressing Modes
What is the difference between direct addressing and indirect addressing?,Computer Architecture,Addressing Modes
Explain the concept of addressing modes in computer architecture.,Computer Architecture,Addressing Modes
Explain the concept of register addressing mode with an example.,Computer Architecture,Addressing Modes
What is the difference between immediate addressing and indexed addressing?,Computer Architecture,Addressing Modes
Explain the purpose of relative addressing mode in branch instructions.,Computer Architecture,Addressing Modes
Explain the concept of base-register addressing mode with an example.,Computer Architecture,Addressing Modes
What is the difference between auto-increment and auto-decrement addressing modes?,Computer Architecture,Addressing Modes
Explain the purpose of PC-relative addressing mode in branch instructions.,Computer Architecture,Addressing Modes
What is the difference between register-indirect addressing and memory-indirect addressing?,Computer Architecture,Addressing Modes
Explain how displacement addressing mode is used to access array elements.,Computer Architecture,Addressing Modes
What are the advantages of using immediate addressing mode for constant values?,Computer Architecture,Addressing Modes
Explain the purpose of cache memory in a computer system.,Computer Architecture,Cache Memory
What is the difference between direct-mapped cache and set-associative cache?,Computer Architecture,Cache Memory
What is the difference between direct-mapped cache and fully associative cache?,Computer Architecture,Cache Memory
Explain the concept of cache hit and cache miss.,Computer Architecture,Cache Memory
What is the difference between write-through and write-back cache policies?,Computer Architecture,Cache Memory
Explain the concept of cache locality (temporal and spatial locality).,Computer Architecture,Cache Memory
Explain the concept of a set-associative cache and how it balances the trade-offs of direct-mapped and fully associative caches.,Computer Architecture,Cache Memory
"What is the purpose of a cache replacement policy, and name two common examples.",Computer Architecture,Cache Memory
"Explain the concept of multi-level caching (L1, L2, L3) in modern processors.",Computer Architecture,Cache Memory
"What is cache coherence, and why is it important in multiprocessor systems?",Computer Architecture,Cache Memory
Explain how cache size and block size affect the hit rate of a cache.,Computer Architecture,Cache Memory
What is the difference between a write-allocate and a no-write-allocate cache policy?,Computer Architecture,Cache Memory
Explain the difference between RISC and CISC instruction set architectures.,Computer Architecture,Instruction Set
What is the purpose of an instruction set architecture (ISA) in a processor?,Computer Architecture,Instruction Set
Explain the different types of instruction formats used in a processor.,Computer Architecture,Instruction Set
What is the difference between a zero-address instruction and a one-address instruction?,Computer Architecture,Instruction Set
Explain the concept of an opcode and an operand in machine instructions.,Computer Architecture,Instruction Set
Explain the difference between a two-address instruction and a three-address instruction.,Computer Architecture,Instruction Set
What is the role of an assembler in translating instructions into machine code?,Computer Architecture,Instruction Set
Explain the concept of instruction-level parallelism.,Computer Architecture,Instruction Set
What is the difference between a load-store architecture and a memory-to-memory architecture?,Computer Architecture,Instruction Set
Explain how variable-length instructions differ from fixed-length instructions.,Computer Architecture,Instruction Set
What is the purpose of condition codes (flags) in an instruction set?,Computer Architecture,Instruction Set
Explain the concept of microcode in the context of instruction execution.,Computer Architecture,Instruction Set
Explain the concept of memory hierarchy in a computer system.,Computer Architecture,Memory Hierarchy
What is the trade-off between memory speed and memory capacity across the hierarchy?,Computer Architecture,Memory Hierarchy
What is the trade-off between speed and cost across different levels of memory hierarchy?,Computer Architecture,Memory Hierarchy
"Explain the role of registers, cache, main memory and secondary storage in the memory hierarchy.",Computer Architecture,Memory Hierarchy
What is the purpose of virtual memory in the memory hierarchy?,Computer Architecture,Memory Hierarchy
Explain how the principle of locality supports the design of memory hierarchy.,Computer Architecture,Memory Hierarchy
Explain the concept of access time and how it varies across the memory hierarchy.,Computer Architecture,Memory Hierarchy
What is the difference between primary storage and secondary storage in the memory hierarchy?,Computer Architecture,Memory Hierarchy
Explain how the memory hierarchy design helps balance cost and performance.,Computer Architecture,Memory Hierarchy
What is the effective access time formula in a system with cache and main memory?,Computer Architecture,Memory Hierarchy
Explain the role of solid-state drives (SSDs) in modern memory hierarchy design.,Computer Architecture,Memory Hierarchy
What is the difference between volatile and non-volatile memory in the hierarchy?,Computer Architecture,Memory Hierarchy
Explain the concept of instruction pipelining in a processor.,Computer Architecture,Pipelining
"What is a pipeline hazard, and what are its main types?",Computer Architecture,Pipelining
"What is a pipeline hazard, and what are its different types?",Computer Architecture,Pipelining
Explain the difference between structural hazards and data hazards in pipelining.,Computer Architecture,Pipelining
How does pipelining improve the throughput of a processor?,Computer Architecture,Pipelining
Explain the concept of pipeline stalling and how it affects performance.,Computer Architecture,Pipelining
Explain the concept of control hazards in a pipelined processor and how branch prediction addresses them.,Computer Architecture,Pipelining
What is the difference between a 5-stage and a superscalar pipeline?,Computer Architecture,Pipelining
Explain how forwarding (data bypassing) reduces data hazards in pipelining.,Computer Architecture,Pipelining
"What is pipeline throughput, and how is it calculated?",Computer Architecture,Pipelining
Explain the concept of out-of-order execution in modern pipelined processors.,Computer Architecture,Pipelining
What is the difference between an in-order pipeline and an out-of-order pipeline?,Computer Architecture,Pipelining
